,user_id,gender,age,occupation,zip,movie_id,rating,timestamp,title,genres,for_testing
859895,4088,M,25,3,77057,1590,3,965432533,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
934548,4407,M,18,4,02143,2861,4,965156840,For Love of the Game (1999),Comedy|Drama,False
60347,1447,M,18,4,80521,1357,4,981019039,Shine (1996),Drama|Romance,False
297548,3833,M,25,1,68516,1089,4,965930796,Reservoir Dogs (1992),Crime|Thriller,False
784901,3808,M,25,7,60010,3308,3,965966507,"Flamingo Kid, The (1984)",Comedy|Drama,False
832281,5998,M,18,4,61820,1895,2,1001832291,Can't Hardly Wait (1998),Comedy|Drama|Romance,False
881305,5744,F,25,4,66044,346,5,958364886,Backbeat (1993),Drama|Musical,False
898206,1218,M,56,15,13207,427,2,980283332,Boxing Helena (1993),Mystery|Romance|Thriller,False
478077,1980,M,35,7,06460,916,4,974690735,Roman Holiday (1953),Comedy|Romance,False
74734,1280,M,1,10,97801,1213,5,974794470,GoodFellas (1990),Crime|Drama,False
496658,2188,F,18,19,60641,1032,4,974614197,Alice in Wonderland (1951),Animation|Children's|Musical,False
275239,308,M,25,2,10025,3020,3,995835832,Falling Down (1993),Action|Drama,False
954894,1069,M,25,20,98105,3125,5,974944316,"End of the Affair, The (1999)",Drama,False
774310,3311,M,25,4,90039,413,4,967959344,Airheads (1994),Comedy,False
949939,2583,M,35,7,19610,1128,5,974075204,"Fog, The (1980)",Horror,False
172903,3847,M,25,7,12801,2006,2,965881395,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
679633,3780,M,1,0,46979,546,2,966032827,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,False
442457,2054,M,25,12,03110,2140,4,974662650,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,False
254352,1389,M,25,17,19801,377,5,974781134,Speed (1994),Action|Romance|Thriller,False
229726,3824,M,25,17,32308,39,3,990727409,Clueless (1995),Comedy|Romance,False
480365,1198,M,1,10,49544,1019,1,974946074,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,False
490390,3825,M,18,1,06279,858,5,965938696,"Godfather, The (1972)",Action|Crime|Drama,False
225537,4447,M,45,5,32953,1240,4,965087885,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
885988,531,F,18,14,22206,3617,4,983563842,Road Trip (2000),Comedy,False
359354,2453,M,25,7,55429,2702,3,974191708,Summer of Sam (1999),Drama,False
846208,3724,M,35,6,77083,3706,3,966225503,Angel Heart (1987),Film-Noir|Mystery|Thriller,False
422300,2529,F,35,9,95903,2124,4,974054811,"Addams Family, The (1991)",Comedy,False
223774,4442,M,50,15,94303,2947,3,965094209,Goldfinger (1964),Action,False
290354,2164,M,35,0,95826,3476,4,974614893,Jacob's Ladder (1990),Horror|Mystery|Thriller,False
813474,839,M,25,0,98103,3159,3,980792047,Fantasia 2000 (1999),Animation|Children's|Musical,False
223996,5886,M,25,20,02139,2947,3,957488759,Goldfinger (1964),Action,False
281166,1015,M,35,3,11220,2952,4,975106131,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller,False
826281,3390,F,45,20,02476,3167,4,967512113,Carnal Knowledge (1971),Drama,False
112366,937,M,25,15,60513,442,3,991774085,Demolition Man (1993),Action|Sci-Fi,False
838170,1077,M,25,3,60660,2682,4,974999213,Limbo (1999),Drama,False
950697,1470,M,18,4,94118,3840,1,974836590,Pumpkinhead (1988),Horror,False
335977,1181,M,35,7,20716,3682,3,974947483,Magnum Force (1973),Western,False
347242,5084,M,18,4,10013,569,1,962400086,Little Big League (1994),Children's|Comedy,False
844935,5059,M,45,16,22652,172,3,962487765,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,False
586431,4241,M,35,7,11767,3354,4,983483058,Mission to Mars (2000),Sci-Fi,False
481388,4819,M,35,18,17350,3489,3,962921111,Hook (1991),Adventure|Fantasy,False
75007,2221,M,56,17,94931,1213,4,974601847,GoodFellas (1990),Crime|Drama,False
224032,28,F,25,1,14607,1240,3,978125772,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
118594,4491,M,18,4,52405,480,5,965006186,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
517540,4733,M,18,18,52301,2872,5,963673977,Excalibur (1981),Action|Drama|Fantasy|Romance,False
275016,4609,F,25,4,53951,968,2,964168576,Night of the Living Dead (1968),Horror|Sci-Fi,False
554432,5555,M,1,10,37830,2046,1,959550424,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,False
419008,5547,F,18,4,10025,1307,5,959477365,When Harry Met Sally... (1989),Comedy|Romance,False
394823,5682,M,18,0,23455-4959,3298,4,1026884615,Boiler Room (2000),Drama,False
87418,3808,M,25,7,60010,368,2,965963859,Maverick (1994),Action|Comedy|Western,False
21036,3679,M,25,4,68108,2797,4,976298603,Big (1988),Comedy|Fantasy,False
85466,4161,M,45,0,90404,292,2,965340789,Outbreak (1995),Action|Drama|Thriller,False
306662,5530,F,18,4,63141,2683,2,959994303,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
213901,352,M,18,4,60115,1214,4,976324979,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
874187,4048,F,35,1,89431,1359,3,965500077,Jingle All the Way (1996),Adventure|Children's|Comedy,False
809733,3878,M,35,16,22124,933,4,965835505,To Catch a Thief (1955),Comedy|Romance|Thriller,False
269341,45,F,45,16,94110,1279,2,977991263,Night on Earth (1991),Comedy|Drama,False
127757,3679,M,25,4,68108,590,4,966447464,Dances with Wolves (1990),Adventure|Drama|Western,False
329174,2411,F,35,14,01536,3072,4,974590645,Moonstruck (1987),Comedy,False
39607,4437,F,35,5,47129,2762,5,965097746,"Sixth Sense, The (1999)",Thriller,False
255543,5795,M,25,1,92688,377,2,958143844,Speed (1994),Action|Romance|Thriller,False
82802,639,M,45,17,85202,1253,4,984290718,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
542855,4009,M,18,7,44039,3264,1,965544722,Buffy the Vampire Slayer (1992),Comedy|Horror,False
704292,791,M,35,7,27511,1219,5,980968415,Psycho (1960),Horror|Thriller,False
602672,4459,M,25,1,28027,3566,2,965496775,"Big Kahuna, The (2000)",Comedy|Drama,False
95625,1473,M,25,14,06511,3257,2,974757943,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,False
441319,4093,M,25,4,70806,596,4,965422041,Pinocchio (1940),Animation|Children's,False
909521,5954,M,45,11,70802,1935,2,957128936,How Green Was My Valley (1941),Drama,False
349103,1722,M,35,0,72058,1997,5,974704689,"Exorcist, The (1973)",Horror,False
616273,5664,M,18,4,48363,1804,4,958847179,"Newton Boys, The (1998)",Crime|Drama,False
567486,352,M,18,4,60115,1461,2,976333426,Vegas Vacation (1997),Comedy,False
470711,5249,F,45,14,75006,2316,4,961602878,Practical Magic (1998),Drama|Romance,False
293090,1001,M,25,4,90210,2029,2,976297591,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,False
902062,482,M,25,14,55305,3918,3,976217164,Hellbound: Hellraiser II (1988),Horror,False
806441,4981,M,50,1,55406,1041,5,962598425,Secrets & Lies (1996),Drama,False
629659,3112,M,18,12,98133,164,4,978412690,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,False
43677,5957,M,18,20,02038,1,3,958404475,Toy Story (1995),Animation|Children's|Comedy,False
528972,3159,F,25,15,15213,2012,3,968879330,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
338453,1890,M,50,6,94702,1947,5,974781328,West Side Story (1961),Musical|Romance,False
817625,3823,M,56,7,93711,1333,4,965948896,"Birds, The (1963)",Horror,False
537682,2996,M,18,0,63011,1586,3,972413930,G.I. Jane (1997),Action|Drama|War,False
813505,1087,M,25,16,08826,3159,4,988651914,Fantasia 2000 (1999),Animation|Children's|Musical,False
768848,1938,F,25,2,91351,673,2,974694749,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,False
745783,5312,M,25,1,10463,2409,4,962158115,Rocky II (1979),Action|Drama,False
530059,981,M,25,20,02141,1215,4,977421379,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
416514,3454,M,18,0,92122,3916,4,972416238,Remember the Titans (2000),Drama,False
749687,2018,M,35,16,46214,1212,5,974675867,"Third Man, The (1949)",Mystery|Thriller,False
356880,4085,F,25,6,79416,1682,4,986184206,"Truman Show, The (1998)",Drama,False
340347,1767,M,25,20,75205,17,4,974702258,Sense and Sensibility (1995),Drama|Romance,False
604593,624,M,25,1,75207,1396,2,975789356,Sneakers (1992),Crime|Drama|Sci-Fi,False
968927,2073,F,18,4,13148,3199,4,974663797,Pal Joey (1957),Comedy|Musical|Romance,False
901720,3209,M,25,0,21555,3764,1,968547672,F/X 2 (1992),Action|Crime|Thriller,False
771903,2117,M,56,13,49307,3543,4,974648283,Diner (1982),Comedy|Drama,False
663254,5341,F,25,3,85018,3397,5,960695148,"Great Muppet Caper, The (1981)",Children's|Comedy,False
599805,2926,F,18,2,55118,832,3,1006657456,Ransom (1996),Drama|Thriller,False
489432,1244,M,25,4,22030,858,5,974830062,"Godfather, The (1972)",Action|Crime|Drama,False
233205,1563,F,1,10,87123,2770,3,974739684,Bowfinger (1999),Comedy,False
382544,187,F,45,1,94061,2686,4,977232762,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
692089,4815,F,50,18,04849,2064,5,991430588,Roger & Me (1989),Comedy|Documentary,False
349901,757,M,25,12,97401,1573,3,975543256,Face/Off (1997),Action|Sci-Fi|Thriller,False
290558,3916,M,25,4,02134,3476,4,965764286,Jacob's Ladder (1990),Horror|Mystery|Thriller,False
520440,5317,F,25,0,02138,1135,4,972359330,Private Benjamin (1980),Comedy,False
617305,3067,F,25,0,02148,2391,5,969996025,"Simple Plan, A (1998)",Crime|Thriller,False
759304,5353,M,25,6,77030,372,3,960617596,Reality Bites (1994),Comedy|Drama,False
259762,3081,M,25,7,77252,2716,5,969801076,Ghostbusters (1984),Comedy|Horror,False
9871,4079,M,35,17,26505,2804,5,965445278,"Christmas Story, A (1983)",Comedy|Drama,False
477653,4305,F,45,17,27616,1377,4,1041429182,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
577132,1899,F,45,6,02135,1262,4,974695365,"Great Escape, The (1963)",Adventure|War,False
358086,3051,M,18,17,94063,42,2,970207117,Dead Presidents (1995),Action|Crime|Drama,False
671664,5239,M,35,7,07043,2402,2,961443463,Rambo: First Blood Part II (1985),Action|War,False
732185,796,M,50,6,98237,3435,5,975416263,Double Indemnity (1944),Crime|Film-Noir,False
35303,1451,M,35,20,90012,588,4,974769101,Aladdin (1992),Animation|Children's|Comedy|Musical,False
340977,777,M,18,19,87543,1441,3,975438257,Benny & Joon (1993),Comedy|Romance,False
324065,999,M,25,15,62558,2406,3,975044672,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
182778,3108,M,50,6,22039,3421,3,969493046,Animal House (1978),Comedy,False
109118,3572,M,35,11,04287,2858,5,966734943,American Beauty (1999),Comedy|Drama,False
366073,889,M,45,20,10024,524,1,975248333,Rudy (1993),Drama,False
513954,2121,M,56,13,02356,1203,4,974648139,12 Angry Men (1957),Drama,False
898125,5319,M,18,17,94941,22,2,960874765,Copycat (1995),Crime|Drama|Thriller,False
783777,5895,M,25,1,43026,3590,3,957462586,"Lords of Flatbush, The (1974)",Comedy,False
208437,4094,M,25,17,49017,3671,3,966223666,Blazing Saddles (1974),Comedy|Western,False
761745,4902,M,35,14,84057,2709,3,962685711,Muppets From Space (1999),Children's|Comedy,False
740502,549,M,25,6,53217,3044,5,976116297,Dead Again (1991),Mystery|Romance|Thriller,False
223010,5263,M,35,7,40601,1201,5,961190987,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
592374,1172,F,25,0,61801,141,4,974863037,"Birdcage, The (1996)",Comedy,False
482006,3713,F,25,7,22201,344,4,966271034,Ace Ventura: Pet Detective (1994),Comedy,False
902134,1851,M,25,19,59602,3918,3,977346914,Hellbound: Hellraiser II (1988),Horror,False
700029,2887,M,25,3,66205,1994,3,972269148,Poltergeist (1982),Horror|Thriller,False
489563,1632,M,25,16,94120,858,4,974715376,"Godfather, The (1972)",Action|Crime|Drama,False
320644,3065,F,18,4,48135,34,4,971047698,Babe (1995),Children's|Comedy|Drama,False
461619,2411,F,35,14,01536,3037,5,974590126,Little Big Man (1970),Comedy|Drama|Western,False
929001,1377,M,35,16,65270,1582,3,974773629,Wild America (1997),Adventure|Children's,False
927989,2634,M,56,1,15701,2357,4,975934577,Central Station (Central do Brasil) (1998),Drama,False
118220,3614,M,25,0,45458,480,4,966602095,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
463141,2106,F,18,20,495321,2091,1,974710615,Return from Witch Mountain (1978),Children's|Sci-Fi,False
646442,1723,M,35,17,60103,2455,3,974705634,"Fly, The (1986)",Horror|Sci-Fi,False
347337,630,F,35,14,80525,1674,4,975782312,Witness (1985),Drama|Romance|Thriller,False
155430,3834,M,18,2,02322,165,5,966404090,Die Hard: With a Vengeance (1995),Action|Thriller,False
464689,5015,M,35,6,92672,904,5,962592282,Rear Window (1954),Mystery|Thriller,False
770241,5543,M,25,17,97401,1285,5,959557089,Heathers (1989),Comedy,False
73898,3691,M,25,7,21030,1792,4,1035046708,U.S. Marshalls (1998),Action|Thriller,False
508868,1793,M,25,4,20008,2000,5,974755222,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
760552,1170,M,56,3,10023,468,3,974860449,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False
152102,2264,F,45,7,37877,1124,4,974584376,On Golden Pond (1981),Drama,False
66526,2551,M,25,12,98133,2628,3,974015073,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
288517,3942,M,18,4,49855,1653,3,965691890,Gattaca (1997),Drama|Sci-Fi|Thriller,False
835743,1129,M,35,17,22309,3512,4,974904616,Return to Me (2000),Drama|Romance,False
988886,1680,M,25,20,95380,1330,4,974709044,April Fool's Day (1986),Comedy|Horror,False
295055,5511,M,45,1,92407,1513,3,959788643,Romy and Michele's High School Reunion (1997),Comedy,False
501377,2223,M,25,2,60123,953,4,974601453,It's a Wonderful Life (1946),Drama,False
320985,4302,M,50,1,45385,34,3,965267043,Babe (1995),Children's|Comedy|Drama,False
491466,5950,M,25,4,19713,1023,4,957179797,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,False
7640,4566,M,35,17,19473,1197,3,964488405,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
326482,2931,M,18,4,16803,3717,2,972711584,Gone in 60 Seconds (2000),Action|Crime,False
605843,3624,M,25,12,60068,2840,5,966563574,Stigmata (1999),Thriller,False
414896,5053,M,25,4,84111,3623,2,987835154,Mission: Impossible 2 (2000),Action|Thriller,False
800383,2102,M,25,11,48825,1208,3,974653512,Apocalypse Now (1979),Drama|War,False
269931,2010,M,18,4,81520,2723,3,974676438,Mystery Men (1999),Action|Adventure|Comedy,False
717668,2565,M,35,5,34786,2249,4,973970865,My Blue Heaven (1990),Comedy,False
465660,411,F,45,1,43214,1292,3,978451807,Being There (1979),Comedy,False
784395,230,M,45,1,43210,455,1,976821554,Free Willy (1993),Adventure|Children's|Drama,False
742151,1207,M,50,0,43617,3551,3,974843540,Marathon Man (1976),Thriller,False
34558,712,M,25,0,95136,1566,3,975539537,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,False
891512,5875,M,25,4,19103,3307,5,957566002,City Lights (1931),Comedy|Drama|Romance,False
505294,5046,M,25,16,60614,2795,4,962499360,Vacation (1983),Comedy,False
383024,5095,F,35,1,23508,2686,5,962383803,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
658719,4238,M,35,16,44691,2145,2,965415673,Pretty in Pink (1986),Comedy|Drama|Romance,False
266307,3336,M,35,17,93436,1704,3,967962593,Good Will Hunting (1997),Drama,False
919946,2002,F,56,13,02136-1522,2940,4,974677376,Gilda (1946),Film-Noir,False
688003,3724,M,35,6,77083,2990,4,966226903,Licence to Kill (1989),Action,False
425733,4708,M,25,0,60647,1254,5,963525855,"Treasure of the Sierra Madre, The (1948)",Adventure,False
210532,5536,M,25,16,67204,2115,4,959811237,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
674204,1088,F,1,10,98103,940,5,974933614,"Adventures of Robin Hood, The (1938)",Action|Adventure,False
438045,3490,M,25,0,74136,1269,3,967050259,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,False
46627,5431,M,56,1,19026,2692,5,960069630,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
739042,1952,M,35,1,91030,3618,2,978676522,Small Time Crooks (2000),Comedy,False
299081,3836,F,50,8,84770,913,5,965928859,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
311226,563,M,25,4,53703,29,3,976045588,"City of Lost Children, The (1995)",Adventure|Sci-Fi,False
673953,2181,M,25,0,45245,2348,2,974859931,Sid and Nancy (1986),Drama,False
307794,3721,M,25,15,94065,994,5,966227147,Big Night (1996),Drama,False
402794,329,M,35,7,02115,1356,4,976394296,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,False
124265,3754,M,56,7,94612,1372,4,966117931,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
260674,5551,F,35,20,98103,2716,3,959459043,Ghostbusters (1984),Comedy|Horror,False
229320,2023,M,18,4,56001,39,4,974673419,Clueless (1995),Comedy|Romance,False
512905,5882,M,35,7,60510,1200,5,957556508,Aliens (1986),Action|Sci-Fi|Thriller|War,False
799937,5333,F,25,7,02332,928,4,990294014,Rebecca (1940),Romance|Thriller,False
500831,2968,F,18,0,48104,3087,5,971108970,Scrooged (1988),Comedy,False
877806,3599,M,25,16,97378,170,4,969812197,Hackers (1995),Action|Crime|Thriller,False
585403,1606,F,35,3,55405,3269,3,974730848,Forever Young (1992),Adventure|Romance|Sci-Fi,False
410026,3321,M,35,1,95380,1148,4,967917089,"Wrong Trousers, The (1993)",Animation|Comedy,False
587652,2849,M,45,11,94114,2572,3,1002669176,10 Things I Hate About You (1999),Comedy|Romance,False
392287,3309,M,25,17,20707,367,4,967969121,"Mask, The (1994)",Comedy|Crime|Fantasy,False
766412,3311,M,25,4,90039,3,3,967959743,Grumpier Old Men (1995),Comedy|Romance,False
926601,1414,M,18,4,85035,990,4,974761649,Maximum Risk (1996),Action|Adventure|Thriller,False
136538,1458,M,1,0,08055,593,5,989959109,"Silence of the Lambs, The (1991)",Drama|Thriller,False
217370,5678,M,35,17,98103,1036,4,958627346,Die Hard (1988),Action|Thriller,False
803031,4408,F,45,2,19033,2363,2,965162183,Godzilla (Gojira) (1954),Action|Sci-Fi,False
133394,5961,F,45,0,78757,736,2,957023131,Twister (1996),Action|Adventure|Romance|Thriller,False
187658,5684,M,18,16,94110,2735,3,958608725,"Golden Child, The (1986)",Action|Adventure|Comedy,False
399588,4359,M,18,4,33168,1343,3,965193632,Cape Fear (1991),Thriller,False
701247,5193,M,35,12,14619,2502,5,961701959,Office Space (1999),Comedy|Romance,False
284059,5717,M,25,0,03766,1500,5,958756728,Grosse Pointe Blank (1997),Comedy|Crime,False
981259,3829,F,25,1,22307,2844,3,965939096,"Minus Man, The (1999)",Drama|Mystery,False
114217,1164,F,25,19,90020,1408,3,975469069,"Last of the Mohicans, The (1992)",Action|Romance|War,False
606750,591,M,25,0,76201,500,2,975910035,Mrs. Doubtfire (1993),Comedy,False
961391,493,M,50,7,55016,213,5,976214879,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,False
708892,5034,F,25,15,62901,1754,4,965358310,Fallen (1998),Action|Mystery|Thriller,False
476891,6035,F,25,1,78734,1376,4,956711390,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
422493,3999,M,35,17,30701,2124,4,965576002,"Addams Family, The (1991)",Comedy,False
322675,5664,M,18,4,48363,357,4,958766867,Four Weddings and a Funeral (1994),Comedy|Romance,False
272429,5482,M,18,7,10014,1923,4,959867271,There's Something About Mary (1998),Comedy,False
395391,2208,M,25,0,10006,3948,3,974604268,Meet the Parents (2000),Comedy,False
719667,2282,M,50,2,32117,786,5,978398241,Eraser (1996),Action|Thriller,False
273047,3841,M,45,18,26101,2580,4,965996765,Go (1999),Crime,False
673904,1360,M,25,20,14895,2348,4,974773097,Sid and Nancy (1986),Drama,False
274722,2279,M,50,7,08816,968,3,974559998,Night of the Living Dead (1968),Horror|Sci-Fi,False
174657,3792,M,25,6,68108,318,5,966018624,"Shawshank Redemption, The (1994)",Drama,False
733317,3361,M,25,4,91790,1267,4,967685934,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
127703,3471,M,18,4,80302,590,3,973297080,Dances with Wolves (1990),Adventure|Drama|Western,False
493812,2201,M,56,20,46804,2407,4,974604474,Cocoon (1985),Comedy|Sci-Fi,False
201835,5614,M,25,0,12833,733,5,964400378,"Rock, The (1996)",Action|Adventure|Thriller,False
969575,4381,M,25,4,65804,1998,3,965263765,Exorcist II: The Heretic (1977),Horror,False
652695,846,M,25,5,80209,2989,3,984455237,For Your Eyes Only (1981),Action,False
717753,4366,M,18,15,02215,2249,3,965183021,My Blue Heaven (1990),Comedy,False
688406,3726,M,25,17,92882,2991,3,966227655,Live and Let Die (1973),Action,False
71519,1651,M,25,12,94520,1210,3,1002181287,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
327431,117,M,25,17,33314,364,3,977502020,"Lion King, The (1994)",Animation|Children's|Musical,False
983632,3110,M,25,0,10002,2129,4,969485109,"Saltmen of Tibet, The (1997)",Documentary,False
416205,482,M,25,14,55305,3916,3,1002083042,Remember the Titans (2000),Drama,False
586820,2018,M,35,16,46214,1263,4,974673896,"Deer Hunter, The (1978)",Drama|War,False
526301,2854,F,18,4,64151,2375,2,972535829,"Money Pit, The (1986)",Comedy,False
729413,3526,M,35,2,62263-3004,2478,3,966906548,Three Amigos! (1986),Comedy|Western,False
625050,2683,M,35,7,60188,2369,4,980028864,Desperately Seeking Susan (1985),Comedy|Romance,False
349693,5771,M,25,7,95616,1997,2,958694236,"Exorcist, The (1973)",Horror,False
891701,2164,M,35,0,95826,2517,3,974615101,Christine (1983),Horror,False
764676,1641,M,25,0,95819,724,3,974714478,"Craft, The (1996)",Drama|Horror,False
428541,3319,F,56,13,92308,3363,3,967919247,American Graffiti (1973),Comedy|Drama,False
595710,195,M,25,12,10458,160,1,979778235,Congo (1995),Action|Adventure|Mystery|Sci-Fi,False
408757,1943,M,18,4,91501,2302,4,975735358,My Cousin Vinny (1992),Comedy,False
926465,1851,M,25,19,59602,2448,2,998443274,Virus (1999),Horror|Sci-Fi,False
41876,736,M,18,12,07070,1,3,1045710680,Toy Story (1995),Animation|Children's|Comedy,False
133748,806,M,35,0,34990,1198,4,975432770,Raiders of the Lost Ark (1981),Action|Adventure,False
570238,4771,F,25,4,04101,3182,4,963113971,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,False
527656,2304,M,45,12,94103,2011,3,974496233,Back to the Future Part II (1989),Comedy|Sci-Fi,False
298103,1268,M,50,2,10028,3260,4,974835987,Howards End (1992),Drama,False
875953,1298,M,35,6,33615,2531,4,974789738,Battle for the Planet of the Apes (1973),Action|Sci-Fi,False
499585,4048,F,35,1,89431,3153,2,965498291,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,False
897090,5519,M,35,15,33167,2750,4,959652655,Radio Days (1987),Comedy|Drama,False
557545,4308,M,25,0,33702,2710,3,965261005,"Blair Witch Project, The (1999)",Horror,False
850735,4754,F,18,0,91107,1977,2,963187122,Friday the 13th: The Final Chapter (1984),Horror,False
852274,3051,M,18,17,94063,1620,3,970206898,Kiss the Girls (1997),Crime|Drama|Thriller,False
63090,117,M,25,17,33314,648,4,977495380,Mission: Impossible (1996),Action|Adventure|Mystery,False
632108,4897,M,35,16,16844,2664,4,962714340,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,False
66390,2131,M,25,0,01701,2628,4,974645089,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
508072,4328,M,50,3,75650,3099,3,1014824913,Shampoo (1975),Comedy|Romance,False
174567,3558,M,18,17,66044,318,5,966804716,"Shawshank Redemption, The (1994)",Drama,False
410193,4606,F,1,10,90291,1148,3,964200529,"Wrong Trousers, The (1993)",Animation|Comedy,False
966530,4472,F,45,16,14424,2730,3,965066658,Barry Lyndon (1975),Drama,False
934296,5151,M,18,19,30662,2519,1,961986324,House on Haunted Hill (1958),Horror,False
252999,714,M,18,4,76013,3081,4,975536177,Sleepy Hollow (1999),Horror|Romance,False
389526,3328,M,56,19,91790-1161,1678,2,967916518,"Joy Luck Club, The (1993)",Drama,False
669800,1112,M,18,6,19104,3635,4,974949458,"Spy Who Loved Me, The (1977)",Action,False
922591,1985,M,45,12,92122,2672,3,974683930,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
773533,2116,M,18,4,49546,267,3,983027884,Major Payne (1994),Comedy,False
255575,5908,M,25,4,19711,377,3,957373799,Speed (1994),Action|Romance|Thriller,False
667037,5049,M,25,12,60613,2248,4,1022688781,Say Anything... (1989),Comedy|Drama|Romance,False
90912,781,M,18,4,95076,1544,2,975433749,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
351340,1105,M,35,6,48105,474,4,974920868,In the Line of Fire (1993),Action|Thriller,False
830492,5615,M,35,7,07028,1231,4,959307449,"Right Stuff, The (1983)",Drama,False
41250,4183,M,25,1,91730,150,2,965330518,Apollo 13 (1995),Drama,False
47457,1442,M,18,2,12345,260,5,974759964,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
465959,3338,M,45,16,08053,1292,5,967828654,Being There (1979),Comedy,False
406285,1998,F,50,9,24018,3751,4,981858014,Chicken Run (2000),Animation|Children's|Comedy,False
204056,1057,M,45,17,73069,1304,4,974951699,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
713225,4959,M,25,17,23454,173,1,962638028,Judge Dredd (1995),Action|Adventure|Sci-Fi,False
498822,4411,M,18,4,92122,370,2,969332166,Naked Gun 33 1/3: The Final Insult (1994),Comedy,False
990052,4169,M,50,0,66048,2545,4,982531651,Relax... It's Just Sex (1998),Comedy,False
814114,1001,M,25,4,90210,3787,3,975041087,Shower (Xizhao) (1999),Comedy,False
630322,955,F,50,7,94941,247,4,975209633,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,False
64555,5978,M,35,1,49307,648,2,964181282,Mission: Impossible (1996),Action|Adventure|Mystery,False
359292,1467,M,25,5,97007,2702,3,977173901,Summer of Sam (1999),Drama,False
576279,169,M,25,7,55439,3785,3,977200988,Scary Movie (2000),Comedy|Horror,False
209266,4042,M,35,15,94002,2871,1,996461950,Deliverance (1972),Adventure|Thriller,False
285048,3734,M,18,4,77840,2959,5,966193944,Fight Club (1999),Drama,False
616715,4055,M,50,0,98826,1805,4,965493356,Wild Things (1998),Crime|Drama|Mystery|Thriller,False
266284,3271,F,35,0,92704,1704,4,968197820,Good Will Hunting (1997),Drama,False
517345,3319,F,56,13,92308,2872,3,967920291,Excalibur (1981),Action|Drama|Fantasy|Romance,False
731488,655,F,25,2,92629,1189,4,975706093,"Thin Blue Line, The (1988)",Documentary,False
563347,5889,M,50,20,06033,3396,5,961533708,"Muppet Movie, The (1979)",Children's|Comedy,False
528229,5289,M,45,2,94102,2011,3,961083854,Back to the Future Part II (1989),Comedy|Sci-Fi,False
890022,3940,M,35,20,32708,1611,2,965753266,My Own Private Idaho (1991),Drama,False
